DefaultDisturbanceTypeId,DefaultEcoBoundaryId,AnnualOrder,DMId,Name,Description
282,15,1,462,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%"
282,18,1,462,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 66-75%"
283,4,1,463,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%"
283,5,1,463,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%"
283,6,1,463,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%"
283,9,1,463,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%"
283,10,1,463,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%"
283,11,1,463,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%"
283,12,1,463,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%"
283,14,1,463,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%"
283,15,1,463,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%"
283,18,1,463,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 56-65%"
284,4,1,464,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%"
284,5,1,464,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%"
284,6,1,464,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%"
284,9,1,464,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%"
284,10,1,464,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%"
284,11,1,464,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%"
284,12,1,464,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%"
284,14,1,464,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%"
284,15,1,464,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%"
284,18,1,464,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 46-55%"
285,4,1,465,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%"
285,5,1,465,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%"
285,6,1,465,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%"
285,9,1,465,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%"
285,10,1,465,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%"
285,11,1,465,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%"
285,12,1,465,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%"
285,14,1,465,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%"
285,15,1,465,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%"
285,18,1,465,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 36-45%"
286,4,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%"
286,5,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%"
286,6,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%"
286,9,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%"
286,10,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%"
286,11,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%"
286,12,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%"
286,14,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%"
286,15,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%"
286,18,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 26-35%"
287,4,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%"
287,5,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%"
287,6,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%"
287,9,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%"
287,10,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%"
287,11,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%"
287,12,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%"
287,14,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%"
287,15,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%"
287,18,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation 16-25%"
288,4,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%"
288,5,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%"
288,6,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%"
288,9,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%"
288,10,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%"
288,11,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%"
288,12,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%"
288,14,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%"
288,15,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%"
288,18,1,466,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation < 16%"
289,4,1,467,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
289,5,1,467,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
289,6,1,467,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
289,9,1,467,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
289,10,1,467,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
289,11,1,467,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
289,12,1,467,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
289,14,1,467,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
289,15,1,467,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
289,18,1,467,"Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%","Spruce Budworm in AB, SK, MB, NWT, Severe annual defoliation, 6yr cumulative defoliation > 85%"
290,4,1,468,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
290,5,1,468,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
290,6,1,468,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
290,9,1,468,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
290,10,1,468,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
290,11,1,468,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
290,12,1,468,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
290,14,1,468,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
290,15,1,468,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
290,18,1,468,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 76-85%"
291,4,1,469,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 66-75%"
291,5,1,469,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 66-75%"
291,6,1,469,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 66-75%"
291,9,1,469,"Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 66-75%","Spruce Budworm in AB, SK, MB, NWT, Moderate annual defoliation, 6yr cumulative defoliation 66-75%"
